post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class
"PolyLite PLA Amarillo (1.75mm, 1Kg)",polylite-pla-amarillo,,584,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,342,"2020-09-01 16:37:26",10,open,,,,no,no,,85,65,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Yellow-1.png ! alt :  ! title : PolyLite PLA True Yellow 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Yellow-2.png ! alt :  ! title : PolyLite PLA True Yellow 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Yellow-3.png ! alt :  ! title : PolyLite PLA True Yellow 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Yellow-4.png ! alt :  ! title : PolyLite PLA True Yellow 4 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-amarillo/,31,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolyLite PLA Rojo (1.75mm, 1Kg)",polylite-pla-rojo,,586,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,338,"2020-09-01 16:46:49",10,open,,,,no,no,,85,65,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Red-1.png ! alt :  ! title : PolyLite PLA True Red 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Red-2.png ! alt :  ! title : PolyLite PLA True Red 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Red-3.png ! alt :  ! title : PolyLite PLA True Red 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Red-4.png ! alt :  ! title : PolyLite PLA True Red 4 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-rojo/,27,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolyLite PLA Azul (1.75mm, 1Kg)",polylite-pla-azul,,608,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>
&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,337,"2020-09-01 16:54:19",10,open,,,,no,no,,85,65,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Blue-1.png ! alt :  ! title : PolyLite PLA True Blue 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Blue-2.png ! alt :  ! title : PolyLite PLA True Blue 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Blue-3.png ! alt :  ! title : PolyLite PLA True Blue 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Blue-4.png ! alt :  ! title : PolyLite PLA True Blue 4 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-azul/,22,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolyLite PLA Blanco (1.75mm, 1Kg)",polylite-pla-blanco,,610,"<strong>PolyLite PLA Blanco</strong> es de la familia de filamentos para impresión 3D de la marca  Polymaker son fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. <a href=""https://tiendakrear3d.com/impresoras-3d-de-filamento-y-resina/?s=polylite pla &amp;post_type=product""><strong>PolyLite PLA</strong></a> es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>
<p style=""text-align: center""><img class=""alignnone size-medium wp-image-603"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-White-1-283x300.png"" alt=""PolyLite PLA Blanco"" width=""283"" height=""300"" /></p>

<h3 style=""text-align: center"">PolyLite PLA Blanco</h3>
<a href=""https://www.youtube.com/watch?v=GjvZiTA9fMo"">Ver más información </a>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,333,"2020-09-01 19:09:53",10,open,,,,no,no,,85,65,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-White-1.png ! alt : PolyLite PLA Blanco ! title : PolyLite PLA Blanco ! desc : PolyLite PLA Blanco ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-White-2.png ! alt :  ! title : PolyLite PLA True White 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-White-3.png ! alt :  ! title : PolyLite PLA True White 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-White-4.png ! alt :  ! title : PolyLite PLA True White 4 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-blanco/,45,Polymaker,simple,,"Filamentos|Filamentos > PLA","Filamento PLA|PolyLite PLA|PolyLite PLA Blanco",
"PolyLite PLA Negro (1.75mm, 1Kg)",polylite-pla-negro,,612,"<strong>PolyLite PLA Negro</strong> es de la familia de filamentos para impresión 3D de la marca  Polymaker son fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. <a href=""https://tiendakrear3d.com/impresoras-3d-de-filamento-y-resina/?s=polylite pla &amp;post_type=product""><strong>PolyLite PLA</strong></a> es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>
<p style=""text-align: center""><img class=""alignnone size-medium wp-image-591"" src=""https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Black-1-285x300.png"" alt=""PolyLite PLA Negro"" width=""285"" height=""300"" /></p>
&nbsp;
<h3 style=""text-align: center"">PolyLite PLA Negro</h3>
<a href=""https://www.youtube.com/watch?v=GjvZiTA9fMo"">Ver más información</a>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,334,"2020-09-01 19:12:48",10,open,,,,no,no,,85,65,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Black-1.png ! alt : PolyLite PLA Negro ! title : PolyLite PLA Negro ! desc : PolyLite PLA Negro  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Black-2.png ! alt :  ! title : PolyLite PLA True Black 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Black-3-1.png ! alt : PolyLite PLA Negro ! title : PolyLite PLA Negro ! desc : PolyLite PLA Negro ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-True-Black-4.png ! alt :  ! title : PolyLite PLA True Black 4 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-negro/,37,Polymaker,simple,,"Filamentos|Filamentos > PLA","Filamentos PLA|PolyLite PLA|PolyLite PLA Negro",
"PolyLite PLA Natural (1.75mm, 1Kg)",polylite-pla-natural,,615,"PolyLite es una familia de filamentos de impresión 3D fabricados con las mejores materias primas para ofrecer una calidad y fiabilidad excepcionales. PolyLite PLA es un material de alta calidad diseñado para brindar todas las facilidades de impresión.
<ul>
 	<li>Temperatura boquilla: 190˚C – 210˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 60mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 60˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul, BuilTak®</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PLA</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 210˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 60˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 60mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,335,"2020-09-01 19:41:39",10,open,,,,no,no,,85,65,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-Natural-1.png ! alt :  ! title : PolyLite PLA Natural 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-Natural-2.png ! alt :  ! title : PolyLite PLA Natural 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-Natural-3.png ! alt :  ! title : PolyLite PLA Natural 3 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolyLite-PLA-Natural-4.png ! alt :  ! title : PolyLite PLA Natural 4 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polylite-pla-natural/,16,Polymaker,simple,,"Filamentos|Filamentos > PLA",,
"PolySmooth Rojo Coral (1.75mm, 750g)",polysmooth-rojo-coral-1-75mm-750g,,617,"PolySmooth es un filamento único y fácil de imprimir diseñado para el postprocesamiento con la maquina Polysher. La superficie se puede suavizar con alcohol para lograr modelos sin capas.
<ul>
 	<li>Temperatura boquilla: 190˚C – 220˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 56mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 70˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PVB</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 220˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 70˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 56mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,401,"2020-09-01 19:49:10",10,open,,,,no,no,,150,120,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Coral-Red-1.png ! alt :  ! title : PolySmooth Coral Red 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Coral-Red-2.png ! alt :  ! title : PolySmooth Coral Red 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Electric-Blue-3.png ! alt :  ! title : PolySmooth Electric Blue 3 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polysmooth-rojo-coral-1-75mm-750g/,9,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,
"PolySmooth Transparente (1.75mm, 750g)",polysmooth-transparente-1-75mm-750g,,628,"PolySmooth es un filamento único y fácil de imprimir diseñado para el postprocesamiento con la maquina Polysher. La superficie se puede suavizar con alcohol para lograr modelos sin capas.
<ul>
 	<li>Temperatura boquilla: 190˚C – 220˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 56mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 70˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PVB</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 220˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 70˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 56mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,400,"2020-09-01 21:05:35",10,open,,,,no,no,,150,120,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Transparent-1.png ! alt :  ! title : PolySmooth Transparent 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Transparent-2.png ! alt :  ! title : PolySmooth Transparent 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Electric-Blue-3.png ! alt :  ! title : PolySmooth Electric Blue 3 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polysmooth-transparente-1-75mm-750g/,1,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,
"PolySmooth Azul Electrico (1.75mm, 750g)",polysmooth-azul-electrico-1-75mm-750g,,632,"PolySmooth es un filamento único y fácil de imprimir diseñado para el postprocesamiento con la maquina Polysher. La superficie se puede suavizar con alcohol para lograr modelos sin capas.
<ul>
 	<li>Temperatura boquilla: 190˚C – 220˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 56mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 70˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PVB</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 220˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 70˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 56mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,398,"2020-09-01 21:08:11",10,open,,,,no,no,,150,120,1.5,,,,,,onbackorder,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Electric-Blue-1.png ! alt :  ! title : PolySmooth Electric Blue 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Electric-Blue-2.png ! alt :  ! title : PolySmooth Electric Blue 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Electric-Blue-3.png ! alt :  ! title : PolySmooth Electric Blue 3 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polysmooth-azul-electrico-1-75mm-750g/,1,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,
"PolySmooth Blanco Nieve (1.75mm, 750g)",polysmooth-blanco-nieve-1-75mm-750g,,634,"PolySmooth es un filamento único y fácil de imprimir diseñado para el postprocesamiento con la maquina Polysher. La superficie se puede suavizar con alcohol para lograr modelos sin capas.
<ul>
 	<li>Temperatura boquilla: 190˚C – 220˚C</li>
 	<li>Velocidad de Impresión: 40mm/s – 56mm/s</li>
 	<li>Temperatura de plataforma:25˚C – 70˚C</li>
 	<li>Superficie de impresión: Vidrio con goma, Cinta azul</li>
 	<li>Ventilador de capa: Prendido</li>
</ul>","<div class=""producto--tabla"">
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo</div>
<div class=""producto--valor"" title="""">PVB</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Boquilla (0c)</div>
<div class=""producto--valor"">190˚C – 220˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">T. Plataforma (0c)</div>
<div class=""producto--valor"">25˚C – 70˚C</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Tipo de boquilla</div>
<div class=""producto--valor"">Cobre</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Vel. de impresión</div>
<div class=""producto--valor"">40mm/s - 56mm/s</div>
</div>
<div class=""producto--tabla--item"">
<div class=""producto--label"">Ventilador de capa</div>
<div class=""producto--valor"">Prendido</div>
</div>
</div>",publish,,396,"2020-09-01 21:10:05",10,open,,,,no,no,,150,120,1.5,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Snow-White-1.png ! alt :  ! title : PolySmooth Snow White 1 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Snow-White-2.png ! alt :  ! title : PolySmooth Snow White 2 ! desc :  ! caption :  | https://tiendakrear3d.com/wp-content/uploads/2020/09/PolySmooth-Electric-Blue-3.png ! alt :  ! title : PolySmooth Electric Blue 3 ! desc :  ! caption : ",,https://tiendakrear3d.com/producto/polysmooth-blanco-nieve-1-75mm-750g/,2,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,
